kafka-exporter  | 2025-10-12T12:01:57.585021322Z I1012 12:01:57.583846       1 kafka_exporter.go:847] Starting kafka_exporter (version=1.9.0, branch=master, revision=18b18d5e798095722c9189bc27db3842fab31a98)
nginx                   | 2025-10-12T12:02:54.475305749Z {"timestamp":"2025-10-12T12:02:54+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.002,"upstream_response_time":"0.003","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:02:54.478608766Z {"timestamp":"2025-10-12T12:02:54+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/orders/order_1760270538305_c0da29ef","status":200,"body_bytes_sent":239,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.19:5001","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:02:57.472969632Z {"timestamp":"2025-10-12T12:02:57+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.003,"upstream_response_time":"0.003","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:02:59.474300948Z {"timestamp":"2025-10-12T12:02:59+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/orders/order_1760270538305_c0da29ef","status":200,"body_bytes_sent":239,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.19:5001","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:00.471199911Z {"timestamp":"2025-10-12T12:03:00+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.002,"upstream_response_time":"0.003","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:03.479061744Z {"timestamp":"2025-10-12T12:03:03+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:04.478713214Z {"timestamp":"2025-10-12T12:03:04+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/orders/order_1760270538305_c0da29ef","status":200,"body_bytes_sent":239,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.19:5001","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:06.474954887Z {"timestamp":"2025-10-12T12:03:06+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:09.478038888Z {"timestamp":"2025-10-12T12:03:09+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/orders/order_1760270538305_c0da29ef","status":200,"body_bytes_sent":239,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.19:5001","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:09.481756415Z {"timestamp":"2025-10-12T12:03:09+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:12.506144095Z {"timestamp":"2025-10-12T12:03:12+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:14.478036468Z {"timestamp":"2025-10-12T12:03:14+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/orders/order_1760270538305_c0da29ef","status":200,"body_bytes_sent":239,"request_time":0.002,"upstream_response_time":"0.001","upstream_addr":"172.18.0.19:5001","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:15.478863801Z {"timestamp":"2025-10-12T12:03:15+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:18.476460305Z {"timestamp":"2025-10-12T12:03:18+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.003,"upstream_response_time":"0.003","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:19.486520112Z {"timestamp":"2025-10-12T12:03:19+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/orders/order_1760270538305_c0da29ef","status":200,"body_bytes_sent":239,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.19:5001","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:21.478406341Z {"timestamp":"2025-10-12T12:03:21+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.003,"upstream_response_time":"0.003","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:24.477954693Z {"timestamp":"2025-10-12T12:03:24+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/orders/order_1760270538305_c0da29ef","status":200,"body_bytes_sent":239,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.19:5001","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:24.482354671Z {"timestamp":"2025-10-12T12:03:24+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.003,"upstream_response_time":"0.002","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:27.474305566Z {"timestamp":"2025-10-12T12:03:27+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.003,"upstream_response_time":"0.003","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:29.493932545Z {"timestamp":"2025-10-12T12:03:29+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/orders/order_1760270538305_c0da29ef","status":200,"body_bytes_sent":239,"request_time":0.005,"upstream_response_time":"0.005","upstream_addr":"172.18.0.19:5001","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:30.485737234Z {"timestamp":"2025-10-12T12:03:30+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:33.474365939Z {"timestamp":"2025-10-12T12:03:33+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.003,"upstream_response_time":"0.003","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:34.475305854Z {"timestamp":"2025-10-12T12:03:34+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/orders/order_1760270538305_c0da29ef","status":200,"body_bytes_sent":238,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.19:5001","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:36.475539097Z {"timestamp":"2025-10-12T12:03:36+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.003,"upstream_response_time":"0.003","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:39.476604153Z {"timestamp":"2025-10-12T12:03:39+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/orders/order_1760270538305_c0da29ef","status":200,"body_bytes_sent":239,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.19:5001","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:39.480572379Z {"timestamp":"2025-10-12T12:03:39+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.003,"upstream_response_time":"0.003","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:42.500526370Z {"timestamp":"2025-10-12T12:03:42+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:44.475202897Z {"timestamp":"2025-10-12T12:03:44+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/orders/order_1760270538305_c0da29ef","status":200,"body_bytes_sent":239,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.19:5001","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:45.494666385Z {"timestamp":"2025-10-12T12:03:45+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.003,"upstream_response_time":"0.003","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:48.475750805Z {"timestamp":"2025-10-12T12:03:48+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.003,"upstream_response_time":"0.003","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:49.474054338Z {"timestamp":"2025-10-12T12:03:49+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/orders/order_1760270538305_c0da29ef","status":200,"body_bytes_sent":239,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.19:5001","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:03:53.475419682Z {"timestamp":"2025-10-12T12:03:53+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.003,"upstream_response_time":"0.003","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:04:53.507756668Z {"timestamp":"2025-10-12T12:04:53+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/orders/order_1760270538305_c0da29ef","status":200,"body_bytes_sent":239,"request_time":0.002,"upstream_response_time":"0.002","upstream_addr":"172.18.0.19:5001","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:04:53.528220348Z {"timestamp":"2025-10-12T12:04:53+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.003,"upstream_response_time":"0.004","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
nginx                   | 2025-10-12T12:05:53.514779639Z {"timestamp":"2025-10-12T12:05:53+00:00","remote_addr":"172.18.0.1","method":"GET","uri":"/api/v1/logs","status":200,"body_bytes_sent":240,"request_time":0.006,"upstream_response_time":"0.006","upstream_addr":"172.18.0.13:5000","user_agent":"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","referer":"https://bookish-engine-979r555q5rp92xgvx-80.app.github.dev/","x_forwarded_for":"213.111.177.168"}
